transcript_id	gene_id	length	parent_name	l_utr5	l_utr3	l_cds
YIL096C_mRNA	BMT5	1142	YIL096C	34	100	1008
YLR063W_mRNA	BMT6	1368	YLR063W	97	176	1095
YJR025C_mRNA	BNA1	899	YJR025C	213	155	531
YJR078W_mRNA	BNA2	1632	YJR078W	97	176	1359
YJL060W_mRNA	BNA3	1483	YJL060W	59	92	1332
YBL098W_mRNA	BNA4	1653	YBL098W	97	176	1380
YLR231C_mRNA	BNA5	1546	YLR231C	64	123	1359
YFR047C_mRNA	BNA6	1158	YFR047C	97	176	885
YDR428C_mRNA	BNA7	1056	YDR428C	97	176	783
YNL271C_mRNA	BNI1	6132	YNL271C	97	176	5859
YNL233W_mRNA	BNI4	2949	YNL233W	97	176	2676
YNL166C_mRNA	BNI5	1447	YNL166C	30	73	1344
YIL159W_mRNA	BNR1	4398	YIL159W	97	176	4125
YGR230W_mRNA	BNS1	604	YGR230W	72	121	411
YBL085W_mRNA	BOI1	3213	YBL085W	97	176	2940
YER114C_mRNA	BOI2	3393	YER114C	97	176	3120
YLR267W_mRNA	BOP2	1858	YLR267W	68	80	1710
YNL042W_mRNA	BOP3	1461	YNL042W	97	176	1188
YNL275W_mRNA	BOR1	1944	YNL275W	43	173	1728
YLR078C_mRNA	BOS1	895	YLR078C	83	80	732
YLR078C_pre-mRNA	BOS1	984	YLR078C	83	80	821
YCR032W_mRNA	BPH1	6774	YCR032W	97	176	6501
YDL141W_mRNA	BPL1	2575	YDL141W	239	266	2070
YLL015W_mRNA	BPT1	4950	YLL015W	97	176	4677
YDL074C_mRNA	BRE1	2275	YDL074C	87	88	2100
YLR015W_mRNA	BRE2	1588	YLR015W	53	20	1515
YDL231C_mRNA	BRE4	3648	YDL231C	97	176	3375
YNR051C_mRNA	BRE5	1818	YNR051C	97	176	1545
YGR246C_mRNA	BRF1	2061	YGR246C	97	176	1788
YHR036W_mRNA	BRL1	1686	YHR036W	97	176	1413
YBL097W_mRNA	BRN1	2535	YBL097W	97	176	2262
YPL084W_mRNA	BRO1	2726	YPL084W	41	153	2532
YGL007W_mRNA	BRP1	648	YGL007W	97	176	375
YPR057W_mRNA	BRR1	1296	YPR057W	97	176	1023
YER172C_mRNA	BRR2	6762	YER172C	97	176	6489
YGL247W_mRNA	BRR6	684	YGL247W	20	73	591
YOL077C_mRNA	BRX1	1020	YOL077C	75	72	873
YDL037C_mRNA	BSC1	1257	YDL037C	97	176	984
YDR275W_mRNA	BSC2	978	YDR275W	97	176	705
YLR465C_mRNA	BSC3	579	YLR465C	97	176	306
YNL269W_mRNA	BSC4	666	YNL269W	97	176	393
YNR069C_mRNA	BSC5	1740	YNR069C	97	176	1467
YOL137W_mRNA	BSC6	1764	YOL137W	97	176	1491
YBR290W_mRNA	BSD2	1110	YBR290W	41	106	963
YPR171W_mRNA	BSP1	1843	YPR171W	36	79	1728
YFL025C_mRNA	BST1	3360	YFL025C	97	176	3087
YGR142W_mRNA	BTN2	1513	YGR142W	180	103	1230
YPL069C_mRNA	BTS1	1159	YPL069C	26	128	1005
YDR252W_mRNA	BTT1	1049	YDR252W	8	594	447
YGR188C_mRNA	BUB1	3336	YGR188C	97	176	3063
YMR055C_mRNA	BUB2	1066	YMR055C	44	104	918
YOR026W_mRNA	BUB3	1296	YOR026W	97	176	1023
YGL174W_mRNA	BUD13	1071	YGL174W	97	176	798
YAR014C_mRNA	BUD14	2400	YAR014C	97	176	2127
YEL029C_mRNA	BUD16	1209	YEL029C	97	176	936
YNR027W_mRNA	BUD17	1224	YNR027W	97	176	951
YJL188C_mRNA	BUD19	579	YJL188C	97	176	306
YKL092C_mRNA	BUD2	3585	YKL092C	97	176	3312
YLR074C_mRNA	BUD20	680	YLR074C	74	108	498
YOR078W_mRNA	BUD21	756	YOR078W	53	61	642
YMR014W_mRNA	BUD22	1695	YMR014W	37	101	1557
YCR047C_mRNA	BUD23	1078	YCR047C	104	149	825
YER014C-A_mRNA	BUD25	732	YER014C-A	97	176	459
YER014C-A_pre-mRNA	BUD25	1240	YER014C-A	97	176	967
YDR241W_mRNA	BUD26	558	YDR241W	97	176	285
YFL023W_mRNA	BUD27	2584	YFL023W	97	99	2388
YLR062C_mRNA	BUD28	648	YLR062C	97	176	375
YCL014W_mRNA	BUD3	5181	YCL014W	97	176	4908
YDL151C_mRNA	BUD30	852	YDL151C	97	176	579
YCR063W_mRNA	BUD31	744	YCR063W	97	176	471
YGR262C_mRNA	BUD32	935	YGR262C	41	111	783
YJR092W_mRNA	BUD4	4614	YJR092W	97	176	4341
YCR038C_mRNA	BUD5	2199	YCR038C	97	176	1926
YLR319C_mRNA	BUD6	2637	YLR319C	97	176	2364
YOR299W_mRNA	BUD7	2511	YOR299W	97	176	2238
YLR353W_mRNA	BUD8	2082	YLR353W	97	176	1809
YGR041W_mRNA	BUD9	1914	YGR041W	97	176	1641
YDL099W_mRNA	BUG1	1182	YDL099W	68	91	1023
YMR275C_mRNA	BUL1	3109	YMR275C	51	130	2928
YML111W_mRNA	BUL2	3033	YML111W	97	176	2760
YLR226W_mRNA	BUR2	1727	YLR226W	36	506	1185
YER159C_mRNA	BUR6	768	YER159C	192	150	426
YNL305C_mRNA	BXI1	1164	YNL305C	97	176	891
YKL005C_mRNA	BYE1	2055	YKL005C	97	176	1782
YHR114W_mRNA	BZZ1	2172	YHR114W	97	176	1899
YDR531W_mRNA	CAB1	1248	YDR531W	60	87	1101
YIL083C_mRNA	CAB2	1534	YIL083C	340	99	1095
YKL088W_mRNA	CAB3	1947	YKL088W	21	213	1713
YGR277C_mRNA	CAB4	1022	YGR277C	18	89	915
YDR196C_mRNA	CAB5	846	YDR196C	45	78	723
YML102W_mRNA	CAC2	1494	YML102W	29	61	1404
YDR423C_mRNA	CAD1	1500	YDR423C	97	176	1227
YNL278W_mRNA	CAF120	3453	YNL278W	97	176	3180
YGR134W_mRNA	CAF130	3639	YGR134W	97	176	3366
YFL028C_mRNA	CAF16	956	YFL028C	32	57	867
YOR276W_mRNA	CAF20	647	YOR276W	69	95	483
YKR036C_mRNA	CAF4	2202	YKR036C	97	176	1929
YNL288W_mRNA	CAF40	1437	YNL288W	141	177	1119
YER048C_mRNA	CAJ1	1404	YER048C	107	124	1173
YFL029C_mRNA	CAK1	1377	YFL029C	97	176	1104
YPL048W_mRNA	CAM1	1507	YPL048W	120	142	1245
YEL063C_mRNA	CAN1	2043	YEL063C	97	176	1770
YKL007W_mRNA	CAP1	981	YKL007W	36	141	804
YIL034C_mRNA	CAP2	951	YIL034C	27	63	861
YPL111W_mRNA	CAR1	1172	YPL111W	55	118	999
YLR438W_mRNA	CAR2	1429	YLR438W	45	112	1272
YML042W_mRNA	CAT2	2283	YML042W	97	176	2010
YOR125C_mRNA	CAT5	972	YOR125C	97	176	699
YMR280C_mRNA	CAT8	4572	YMR280C	97	176	4299
YGR036C_mRNA	CAX4	990	YGR036C	97	176	717
YPL178W_mRNA	CBC2	822	YPL178W	78	120	624
YJR060W_mRNA	CBF1	1769	YJR060W	122	594	1053
YGR140W_mRNA	CBF2	3141	YGR140W	97	176	2868
YLR175W_mRNA	CBF5	1735	YLR175W	85	201	1449
YNL161W_mRNA	CBK1	2509	YNL161W	171	70	2268
YJL209W_mRNA	CBP1	2165	YJL209W	102	101	1962
YHL038C_mRNA	CBP2	2038	YHL038C	41	107	1890
YPL215W_mRNA	CBP3	1211	YPL215W	29	177	1005
YGR174C_mRNA	CBP4	783	YGR174C	97	176	510
YBR120C_mRNA	CBP6	632	YBR120C	70	76	486
YIL043C_mRNA	CBR1	992	YIL043C	25	115	852
YDL069C_mRNA	CBS1	960	YDL069C	97	176	687
YDR197W_mRNA	CBS2	1305	YDR197W	33	105	1167
YKL208W_mRNA	CBT1	930	YKL208W	36	81	813
YER168C_mRNA	CCA1	1730	YER168C	43	49	1638
YLR220W_mRNA	CCC1	1239	YLR220W	97	176	966
YDR270W_mRNA	CCC2	3285	YDR270W	97	176	3012
YKL011C_mRNA	CCE1	1166	YKL011C	13	94	1059
YGR217W_mRNA	CCH1	6390	YGR217W	97	176	6117
YPR025C_mRNA	CCL1	1452	YPR025C	97	176	1179
YGR150C_mRNA	CCM1	2865	YGR150C	97	176	2592
YKR066C_mRNA	CCP1	1213	YKR066C	20	110	1083
YAL021C_mRNA	CCR4	2822	YAL021C	73	238	2511
YMR038C_mRNA	CCS1	836	YMR038C	30	59	747
YIL142W_mRNA	CCT2	1673	YIL142W	37	55	1581
YJL014W_mRNA	CCT3	1772	YJL014W	46	124	1602
YDL143W_mRNA	CCT4	1744	YDL143W	40	120	1584
YJR064W_mRNA	CCT5	1840	YJR064W	60	94	1686
YDR188W_mRNA	CCT6	1871	YDR188W	67	166	1638
YJL111W_mRNA	CCT7	1839	YJL111W	56	133	1650
YJL008C_mRNA	CCT8	1984	YJL008C	43	237	1704
YLR110C_mRNA	CCW12	611	YLR110C	58	154	399
YLR390W-A_mRNA	CCW14	1008	YLR390W-A	70	224	714
YBR131W_mRNA	CCZ1	2385	YBR131W	97	176	2112
YLR307W_mRNA	CDA1	1176	YLR307W	97	176	903
YLR308W_mRNA	CDA2	1209	YLR308W	97	176	936
YDR182W_mRNA	CDC1	1746	YDR182W	97	176	1473
YCR002C_mRNA	CDC10	1239	YCR002C	97	176	966
YJR076C_mRNA	CDC11	1424	YJR076C	48	131	1245
YHR107C_mRNA	CDC12	1456	YHR107C	63	172	1221
YLR215C_mRNA	CDC123	1246	YLR215C	50	116	1080
YDL220C_mRNA	CDC13	3045	YDL220C	97	176	2772
YFR028C_mRNA	CDC14	1926	YFR028C	97	176	1653
YAR019C_mRNA	CDC15	3195	YAR019C	97	176	2922
YKL022C_mRNA	CDC16	2793	YKL022C	97	176	2520
YAL038W_mRNA	CDC19	1778	YAL038W	106	172	1500
YGL116W_mRNA	CDC20	2146	YGL116W	215	101	1830
YOR074C_mRNA	CDC21	1185	YOR074C	97	176	912
YHR166C_mRNA	CDC23	2151	YHR166C	97	176	1878
YAL041W_mRNA	CDC24	2835	YAL041W	97	176	2562
YLR310C_mRNA	CDC25	5040	YLR310C	97	176	4767
YFR036W_mRNA	CDC26	555	YFR036W	39	144	372
YBL084C_mRNA	CDC27	2547	YBL084C	97	176	2274
YBR160W_mRNA	CDC28	1103	YBR160W	112	97	894
YLR314C_mRNA	CDC3	1764	YLR314C	79	125	1560
YOR257W_mRNA	CDC31	594	YOR257W	41	70	483
YOL139C_mRNA	CDC33	847	YOL139C	90	118	639
YDR054C_mRNA	CDC34	1400	YDR054C	174	341	885
YDL165W_mRNA	CDC36	683	YDL165W	57	53	573
YDR168W_mRNA	CDC37	1692	YDR168W	65	109	1518
YCR093W_mRNA	CDC39	6597	YCR093W	97	176	6324
YFL009W_mRNA	CDC4	2605	YFL009W	180	88	2337
YDR364C_mRNA	CDC40	1801	YDR364C	23	413	1365
YLR229C_mRNA	CDC42	859	YLR229C	219	67	573
YGL155W_mRNA	CDC43	1379	YGL155W	52	199	1128
YLR103C_mRNA	CDC45	2223	YLR103C	97	176	1950
YDL126C_mRNA	CDC48	2616	YDL126C	50	61	2505
YMR001C_mRNA	CDC5	2388	YMR001C	97	176	2115
YCR094W_mRNA	CDC50	1507	YCR094W	63	271	1173
YDL132W_mRNA	CDC53	2718	YDL132W	97	176	2445
YGL190C_mRNA	CDC55	1851	YGL190C	97	176	1578
YJL194W_mRNA	CDC6	1812	YJL194W	97	176	1539
YPL160W_mRNA	CDC60	3512	YPL160W	68	174	3270
YDL017W_mRNA	CDC7	1794	YDL017W	97	176	1521
YLR418C_mRNA	CDC73	1452	YLR418C	97	176	1179
YJR057W_mRNA	CDC8	739	YJR057W	19	72	648
YDL164C_mRNA	CDC9	2538	YDL164C	97	176	2265
YLR245C_mRNA	CDD1	699	YLR245C	97	176	426
YGL003C_mRNA	CDH1	1971	YGL003C	97	176	1698
YBR029C_mRNA	CDS1	1644	YBR029C	97	176	1371
YMR213W_mRNA	CEF1	1852	YMR213W	49	33	1770
YGL130W_mRNA	CEG1	1579	YGL130W	52	150	1377
YER061C_mRNA	CEM1	1599	YER061C	97	176	1326
YMR168C_mRNA	CEP3	2097	YMR168C	97	176	1824
YPL228W_mRNA	CET1	1914	YPL228W	131	136	1647
YOR112W_mRNA	CEX1	2438	YOR112W	70	85	2283
YIL003W_mRNA	CFD1	1030	YIL003W	52	99	879
YDR301W_mRNA	CFT1	4344	YDR301W	97	176	4071
YLR115W_mRNA	CFT2	2752	YLR115W	24	151	2577
YML036W_mRNA	CGI121	830	YML036W	35	252	543
YML036W_pre-mRNA	CGI121	936	YML036W	35	252	649
YGL029W_mRNA	CGR1	633	YGL029W	97	176	360
YCL064C_mRNA	CHA1	1353	YCL064C	97	176	1080
YLR098C_mRNA	CHA4	2160	YLR098C	68	148	1944
YGL206C_mRNA	CHC1	5232	YGL206C	97	176	4959
YER164W_mRNA	CHD1	4677	YER164W	97	176	4404
YBR274W_mRNA	CHK1	1849	YBR274W	50	218	1581
YPL008W_mRNA	CHL1	2900	YPL008W	228	89	2583
YDR254W_mRNA	CHL4	1527	YDR254W	65	88	1374
YER026C_mRNA	CHO1	1051	YER026C	91	132	828
YGR157W_mRNA	CHO2	2969	YGR157W	253	109	2607
YNL192W_mRNA	CHS1	3666	YNL192W	97	176	3393
YBR038W_mRNA	CHS2	3129	YBR038W	51	189	2889
YBR023C_mRNA	CHS3	3768	YBR023C	97	176	3495
YLR330W_mRNA	CHS5	2226	YLR330W	55	158	2013
YJL099W_mRNA	CHS6	2511	YJL099W	97	176	2238
YHR142W_mRNA	CHS7	1256	YHR142W	223	85	948
YER030W_mRNA	CHZ1	658	YER030W	65	134	459
YDR267C_mRNA	CIA1	1191	YDR267C	60	141	990
YHR122W_mRNA	CIA2	916	YHR122W	70	153	693
YHR052W_mRNA	CIC1	1310	YHR052W	38	144	1128
YMR198W_mRNA	CIK1	2055	YMR198W	97	176	1782
YOR349W_mRNA	CIN1	3315	YOR349W	97	176	3042
YPL241C_mRNA	CIN2	1077	YPL241C	97	176	804
YPL241C_pre-mRNA	CIN2	1157	YPL241C	97	176	884
YMR138W_mRNA	CIN4	744	YMR138W	97	74	573
YOR028C_mRNA	CIN5	1158	YOR028C	97	176	885
YEL061C_mRNA	CIN8	3273	YEL061C	97	176	3000
YGR207C_mRNA	CIR1	965	YGR207C	55	127	783
YOR356W_mRNA	CIR2	2088	YOR356W	78	117	1893
YJL158C_mRNA	CIS3	1018	YJL158C	27	310	681
YNR001C_mRNA	CIT1	1710	YNR001C	97	176	1437
YCR005C_mRNA	CIT2	1568	YCR005C	60	128	1380
YPR001W_mRNA	CIT3	1731	YPR001W	97	176	1458
YIL035C_mRNA	CKA1	1389	YIL035C	97	176	1116
YOR061W_mRNA	CKA2	1383	YOR061W	157	209	1017
YGL019W_mRNA	CKB1	1021	YGL019W	104	83	834
YOR039W_mRNA	CKB2	1197	YOR039W	162	261	774
YLR133W_mRNA	CKI1	1889	YLR133W	74	69	1746
YBR135W_mRNA	CKS1	723	YBR135W	97	176	450
YNL298W_mRNA	CLA4	2799	YNL298W	97	176	2526
YGR108W_mRNA	CLB1	1836	YGR108W	266	157	1413
YPR119W_mRNA	CLB2	1746	YPR119W	97	176	1473
YDL155W_mRNA	CLB3	1555	YDL155W	140	134	1281
YLR210W_mRNA	CLB4	1634	YLR210W	78	176	1380
YPR120C_mRNA	CLB5	1578	YPR120C	97	176	1305
YGR109C_mRNA	CLB6	1413	YGR109C	97	176	1140
YGR167W_mRNA	CLC1	989	YGR167W	94	196	699
YGR110W_mRNA	CLD1	1448	YGR110W	57	56	1335
YLR117C_mRNA	CLF1	2334	YLR117C	97	176	2061
YGL215W_mRNA	CLG1	2128	YGL215W	472	300	1356
YMR199W_mRNA	CLN1	1911	YMR199W	97	176	1638
YPL256C_mRNA	CLN2	1908	YPL256C	97	176	1635
YAL040C_mRNA	CLN3	2013	YAL040C	97	176	1740
YOR250C_mRNA	CLP1	1389	YOR250C	35	19	1335
YMR012W_mRNA	CLU1	4098	YMR012W	128	139	3831
YKL137W_mRNA	CMC1	559	YKL137W	52	174	333
YBL059C-A_mRNA	CMC2	580	YBL059C-A	32	221	327
YBL059C-A_pre-mRNA	CMC2	665	YBL059C-A	32	221	412
YMR194C-B_mRNA	CMC4	513	YMR194C-B	16	278	219
YMR194C-B_pre-mRNA	CMC4	585	YMR194C-B	16	278	291
YBR109C_mRNA	CMD1	728	YBR109C	86	201	441
YFR014C_mRNA	CMK1	1594	YFR014C	50	206	1338
YOL016C_mRNA	CMK2	1537	YOL016C	93	103	1341
YML057W_mRNA	CMP2	2017	YML057W	88	117	1812
YDL156W_mRNA	CMR1	1839	YDL156W	97	176	1566
YPR013C_mRNA	CMR3	1788	YPR013C	578	259	951
YLR003C_mRNA	CMS1	1146	YLR003C	97	176	873
YLR433C_mRNA	CNA1	1932	YLR433C	97	176	1659
YKL190W_mRNA	CNB1	739	YKL190W	38	176	525
YKL190W_pre-mRNA	CNB1	815	YKL190W	38	176	601
YAL058W_mRNA	CNE1	1622	YAL058W	54	62	1506
YDR357C_mRNA	CNL1	627	YDR357C	171	90	366
YNL225C_mRNA	CNM67	2016	YNL225C	97	176	1743
YFR046C_mRNA	CNN1	1356	YFR046C	97	176	1083
YBR155W_mRNA	CNS1	1298	YBR155W	62	81	1155
YIL157C_mRNA	COA1	827	YIL157C	34	202	591
YPL189C-A_mRNA	COA2	595	YPL189C-A	126	265	204
YJL062W-A_mRNA	COA3	487	YJL062W-A	29	203	255
YLR218C_mRNA	COA4	723	YLR218C	97	176	450
YMR244C-A_mRNA	COA6	490	YMR244C-A	59	119	312
YLL050C_mRNA	COF1	591	YLL050C	25	137	429
YLL050C_pre-mRNA	COF1	770	YLL050C	25	137	608
YGL223C_mRNA	COG1	1524	YGL223C	97	176	1251
YGR120C_mRNA	COG2	1059	YGR120C	97	176	786
YER157W_mRNA	COG3	2676	YER157W	97	176	2403
YPR105C_mRNA	COG4	2856	YPR105C	97	176	2583
YNL051W_mRNA	COG5	1268	YNL051W	15	44	1209
YNL041C_mRNA	COG6	2790	YNL041C	97	176	2517
YGL005C_mRNA	COG7	1110	YGL005C	97	176	837
YML071C_mRNA	COG8	2003	YML071C	127	55	1821
YER130C_mRNA	COM2	1602	YER130C	97	176	1329
YDL145C_mRNA	COP1	3876	YDL145C	97	176	3603
YBR003W_mRNA	COQ1	1569	YBR003W	20	130	1419
YOL008W_mRNA	COQ10	808	YOL008W	31	156	621
YNR041C_mRNA	COQ2	1389	YNR041C	97	176	1116
YOL096C_mRNA	COQ3	1061	YOL096C	29	96	936
YDR204W_mRNA	COQ4	1162	YDR204W	22	135	1005
YML110C_mRNA	COQ5	1257	YML110C	50	286	921
YGR255C_mRNA	COQ6	1710	YGR255C	97	176	1437
YGL119W_mRNA	COQ8	1695	YGL119W	42	150	1503
YLR201C_mRNA	COQ9	1053	YLR201C	97	176	780
YBL045C_mRNA	COR1	1644	YBL045C	97	176	1371
YNL336W_mRNA	COS1	1416	YNL336W	97	176	1143
YNR075W_mRNA	COS10	1395	YNR075W	97	176	1122
YBR203W_mRNA	COS111	3045	YBR203W	97	176	2772
YGL263W_mRNA	COS12	1413	YGL263W	97	176	1140
YBR302C_mRNA	COS2	1410	YBR302C	97	176	1137
YML132W_mRNA	COS3	1410	YML132W	97	176	1137
YFL062W_mRNA	COS4	1410	YFL062W	97	176	1137
YJR161C_mRNA	COS5	1422	YJR161C	97	176	1149
YGR295C_mRNA	COS6	1416	YGR295C	97	176	1143
YDL248W_mRNA	COS7	1422	YDL248W	97	176	1149
YHL048W_mRNA	COS8	1416	YHL048W	97	176	1143
YKL219W_mRNA	COS9	1494	YKL219W	97	176	1221
YOR316C_mRNA	COT1	1590	YOR316C	97	176	1317
YPL172C_mRNA	COX10	1659	YPL172C	97	176	1386
YPL132W_mRNA	COX11	1147	YPL132W	141	106	900
YLR038C_mRNA	COX12	650	YLR038C	81	320	249
YGL191W_mRNA	COX13	756	YGL191W	111	258	387
YML129C_mRNA	COX14	472	YML129C	28	234	210
YER141W_mRNA	COX15	1731	YER141W	97	176	1458
YJL003W_mRNA	COX16	627	YJL003W	97	176	354
YLL009C_mRNA	COX17	436	YLL009C	58	171	207
YGR062C_mRNA	COX18	1221	YGR062C	97	176	948
YLL018C-A_mRNA	COX19	567	YLL018C-A	97	176	294
YDR231C_mRNA	COX20	888	YDR231C	97	176	615
YHR116W_mRNA	COX23	726	YHR116W	97	176	453
YDR119W-A_mRNA	COX26	540	YDR119W-A	69	273	198
YGL187C_mRNA	COX4	822	YGL187C	109	248	465
YGL187C_pre-mRNA	COX4	1164	YGL187C	109	248	807
YNL052W_mRNA	COX5A	764	YNL052W	39	266	459
YIL111W_mRNA	COX5B	649	YIL111W	44	152	453
YIL111W_pre-mRNA	COX5B	737	YIL111W	44	152	541
YHR051W_mRNA	COX6	1076	YHR051W	174	458	444
YMR256C_mRNA	COX7	473	YMR256C	57	236	180
YLR395C_mRNA	COX8	648	YLR395C	76	338	234
YDL067C_mRNA	COX9	656	YDL067C	219	260	177
YKL179C_mRNA	COY1	2310	YKL179C	97	176	2037
YOR303W_mRNA	CPA1	1506	YOR303W	97	176	1233
YJR109C_mRNA	CPA2	3527	YJR109C	91	82	3354
YGR247W_mRNA	CPD1	990	YGR247W	97	176	717
YDR155C_mRNA	CPR1	692	YDR155C	96	110	486
YHR057C_mRNA	CPR2	770	YHR057C	30	125	615
YML078W_mRNA	CPR3	725	YML078W	25	154	546
YCR069W_mRNA	CPR4	1238	YCR069W	160	124	954
YDR304C_mRNA	CPR5	800	YDR304C	50	75	675
YLR216C_mRNA	CPR6	1386	YLR216C	97	176	1113
YJR032W_mRNA	CPR7	1452	YJR032W	97	176	1179
YNR028W_mRNA	CPR8	1056	YNR028W	39	93	924
YJL172W_mRNA	CPS1	1915	YJL172W	39	148	1728
YNL130C_mRNA	CPT1	1310	YNL130C	42	89	1179
YNL130C_pre-mRNA	CPT1	1402	YNL130C	42	89	1271
YOR100C_mRNA	CRC1	1280	YOR100C	37	262	981
YDL142C_mRNA	CRD1	1122	YDL142C	97	176	849
YDR223W_mRNA	CRF1	1674	YDR223W	97	176	1401
YHR209W_mRNA	CRG1	1146	YHR209W	97	176	873
YGR189C_mRNA	CRH1	1719	YGR189C	90	108	1521
YGR218W_mRNA	CRM1	3525	YGR218W	97	176	3252
YLR429W_mRNA	CRN1	2226	YLR429W	97	176	1953
YHR146W_mRNA	CRP1	1492	YHR146W	39	58	1395
YLR213C_mRNA	CRR1	1539	YLR213C	97	176	1266
YOL063C_mRNA	CRT10	3144	YOL063C	97	176	2871
YNL027W_mRNA	CRZ1	2307	YNL027W	97	176	2034
YLR241W_mRNA	CSC1	2619	YLR241W	97	176	2346
YGL238W_mRNA	CSE1	2999	YGL238W	11	108	2880
YNR010W_mRNA	CSE2	606	YNR010W	52	107	447
YKL049C_mRNA	CSE4	960	YKL049C	97	176	687
YLR087C_mRNA	CSF1	9147	YLR087C	97	176	8874
YBR036C_mRNA	CSG2	1503	YBR036C	97	176	1230
YBR161W_mRNA	CSH1	1401	YBR161W	97	176	1128
YMR025W_mRNA	CSI1	1158	YMR025W	97	176	885
YOL007C_mRNA	CSI2	1450	YOL007C	88	339	1023
YNL232W_mRNA	CSL4	1005	YNL232W	60	69	876
YCR086W_mRNA	CSM1	716	YCR086W	90	56	570
YIL132C_mRNA	CSM2	912	YIL132C	97	176	639
YMR048W_mRNA	CSM3	1080	YMR048W	25	104	951
YPL200W_mRNA	CSM4	741	YPL200W	97	176	468
YDR179C_mRNA	CSN9	607	YDR179C	8	113	486
YLR380W_mRNA	CSR1	1498	YLR380W	136	138	1224
YPR030W_mRNA	CSR2	3636	YPR030W	97	176	3363
YBR042C_mRNA	CST26	1464	YBR042C	97	176	1191
YIL036W_mRNA	CST6	2027	YIL036W	159	107	1761
YLR394W_mRNA	CST9	1719	YLR394W	97	176	1446
YDR256C_mRNA	CTA1	1818	YDR256C	97	176	1545
YMR094W_mRNA	CTF13	1707	YMR094W	97	176	1434
YMR078C_mRNA	CTF18	2385	YMR078C	19	143	2223
YPL018W_mRNA	CTF19	1380	YPL018W	97	176	1107
YLR381W_mRNA	CTF3	2472	YLR381W	97	176	2199
YPR135W_mRNA	CTF4	3054	YPR135W	97	176	2781
YHR191C_mRNA	CTF8	644	YHR191C	60	185	399
YDR151C_mRNA	CTH1	1248	YDR151C	97	176	975
YPL181W_mRNA	CTI6	1830	YPL181W	201	111	1518
YKL139W_mRNA	CTK1	1813	YKL139W	195	34	1584
YJL006C_mRNA	CTK2	1090	YJL006C	65	56	969
YML112W_mRNA	CTK3	993	YML112W	22	83	888
YMR180C_mRNA	CTL1	1122	YMR180C	41	121	960
YHR109W_mRNA	CTM1	1859	YHR109W	25	79	1755
YBR291C_mRNA	CTP1	1170	YBR291C	97	176	897
YPR124W_mRNA	CTR1	1639	YPR124W	185	236	1218
YHR175W_mRNA	CTR2	840	YHR175W	97	176	567
YLR411W_mRNA	CTR3	996	YLR411W	97	176	723
YCR054C_mRNA	CTR86	1962	YCR054C	97	176	1689
YOL145C_mRNA	CTR9	3504	YOL145C	97	176	3231
YLR286C_mRNA	CTS1	2066	YLR286C	231	149	1686
YDR371W_mRNA	CTS2	1714	YDR371W	70	111	1533
YGR088W_mRNA	CTT1	1812	YGR088W	25	101	1686
YMR264W_mRNA	CUE1	814	YMR264W	73	132	609
YKL090W_mRNA	CUE2	1528	YKL090W	26	173	1329
YGL110C_mRNA	CUE3	2145	YGL110C	97	176	1872
YML101C_mRNA	CUE4	487	YML101C	51	85	351
YOR042W_mRNA	CUE5	1419	YOR042W	57	129	1233
YGR003W_mRNA	CUL3	2505	YGR003W	97	176	2232
YHR053C_mRNA	CUP1-1	456	YHR053C	97	176	183
YHR055C_mRNA	CUP1-2	456	YHR055C	97	176	183
YGL166W_mRNA	CUP2	863	YGL166W	21	167	675
YPL177C_mRNA	CUP9	1191	YPL177C	97	176	918
YPR158W_mRNA	CUR1	993	YPR158W	76	161	756
YMR240C_mRNA	CUS1	1410	YMR240C	56	46	1308
YNL286W_mRNA	CUS2	1128	YNL286W	97	176	855
YNL155W_mRNA	CUZ1	1111	YNL155W	152	137	822
YDR163W_mRNA	CWC15	798	YDR163W	97	176	525
YDL209C_mRNA	CWC2	1290	YDL209C	97	176	1017
YDR482C_mRNA	CWC21	689	YDR482C	110	174	405
YGR278W_mRNA	CWC22	1838	YGR278W	10	97	1731
YGL128C_mRNA	CWC23	1122	YGL128C	97	176	849
YLR323C_mRNA	CWC24	1050	YLR323C	97	176	777
YNL245C_mRNA	CWC25	810	YNL245C	97	176	537
YPL064C_mRNA	CWC27	982	YPL064C	14	65	903
YGL027C_mRNA	CWH41	2772	YGL027C	97	176	2499
YCR017C_mRNA	CWH43	3099	YCR017C	52	188	2859
YKL096W_mRNA	CWP1	881	YKL096W	52	112	717
YKL096W-A_mRNA	CWP2	557	YKL096W-A	86	195	276
YML054C_mRNA	CYB2	2046	YML054C	97	176	1773
YNL111C_mRNA	CYB5	883	YNL111C	246	277	360
YJR048W_mRNA	CYC1	578	YJR048W	56	195	327
YOR037W_mRNA	CYC2	1226	YOR037W	23	105	1098
YAL039C_mRNA	CYC3	935	YAL039C	56	72	807
YEL039C_mRNA	CYC7	646	YEL039C	193	114	339
YBR112C_mRNA	CYC8	3171	YBR112C	97	176	2898
YDL117W_mRNA	CYK3	2928	YDL117W	97	176	2655
YDR430C_mRNA	CYM1	3240	YDR430C	97	176	2967
YJL005W_mRNA	CYR1	6351	YJL005W	97	176	6078
YAL012W_mRNA	CYS3	1394	YAL012W	105	107	1182
YGR155W_mRNA	CYS4	1741	YGR155W	77	143	1521
YOR065W_mRNA	CYT1	1200	YOR065W	97	176	927
